,student_id,prompt_id,text,content,wording,text_count,average_token_length,wf_relativity,punct_count,wf_prompt,misspelled_words
20,031ac8f4a1d1,39c16e,"Three elements of an ideal tragedy as described by Aristotle are, the tragedy must excite pity and fear, it posesses no single tragic quality, and the downfall of the villian should not not be revealed. The tragedy must create an emotional spark on the audience, and have a good plot. The villain must live on, for it to be a true tragedy. ",-0.157459620904918,-0.16581146877099698,62,6.076923076923077,0.808167230788517,8,0.41281094333140744,2
21,0326c82b7410,39c16e,"Aristotle begins to explain what in his eyes is the perfect tragedy. The complex structures and actions of a person played out into this conflict or a literal tragedy. He explains rules, villains should never have the main downfall because it won't bring emotion to the readers, but instead ""satisfy the moral sense"".",-0.157459620904918,-0.16581146877099698,53,6.333333333333333,0.3130876269274164,8,0.17094270678805104,0
22,032ea9c5afff,39c16e,"Three ideal elements of a tragedy include making the audience feel pity and fear, the plot going from good to bad, and the ordinary man, one who is not a villain and one who is not a perfect hero. ",-0.8105735489333941,-1.465819254359,39,5.48,0.47423843550206835,4,0.2522369181280157,0
23,033fd3cedc71,39c16e,"Three elements of an ideal tragedy, as described by Aristotle, is complexity, actions which excite pity and fear, and the change of fortune from prosperity to adversity.  ",-0.9385287931934408,-1.3016186841058999,27,6.5,0.3604111821486775,5,0.18925966988866155,0
24,034e10c7c671,39c16e, A perfect tragedy should have a complex plan with feelings of excite pity and fear.  A good plot should be something that goes from good to bad not bad to good.  The plot shouldn't give any moral sense it should show misfortune.,-0.125751720745657,-1.05037185557272,42,5.576923076923077,0.6366115080857464,4,0.32900263901684906,1
25,036c279944c8,39c16e,"The plot of a tragedy should make the audience feel pity for the character as their conflict is something they don't deserve. The main character must have a good reputation and good character. There should only be one conflict, in which the person's fortune goes from good to bad.",-0.0938138317174397,0.503832933489619,49,6.033333333333333,0.6429735489532405,6,0.3270975499305111,0
26,036e2c61f871,39c16e,"Aristotle was very clear about 3 elemts of an ideal tradgedy. First, he said that the conflict should occur to an average man, not good nor bad, and it would occur because of a simple mistake. This would make it surprising and more relateable. Then, Aristotle said tradgedies should not end on a good note, but a bad note. This would again be surprising and play with peoples emotions much more. It woud inspire ""neither pity nor fear"". Finally, Aistotle said that an ideal tradgedy would have one plot with one issue. This would keep focus and lead viewers/readers to become much more invested in the single conflcit.",1.1400022023485399,0.7436176117857571,108,5.7272727272727275,0.7021123229284191,17,0.3707428285888285,7
27,03769f341860,39c16e,It needs to have a neutral character that makes a mistake. It should have a well constructed plot. Last the audience should feel for the character at the end.,-0.750933331217191,-1.13053039514947,29,6.125,0.15619907233295724,3,0.09086650322459751,0
28,037da92c45a1,39c16e,"Three elements of an ideal tragedy are that it should be arranged on a complex plan, it should imitate actions that excite pity and fear, and that the change of fortune presented must not be the spectacle of a virtuous man going from prosperity to adversity.  ",-0.340385845524802,-1.5060335894506698,46,6.76,0.4305503322050897,3,0.23025031621355735,0
29,039a9362fc20,39c16e,"3 elements of an ideal tragedy are to imitae actions which excite pity and fear, switch from good to bad, and have a tragic ending. ""It should, mmoreover, imitte actions which excite pity and fear"". ""should not be from bad to good, but, reversely, from good to bad"". These are why a tragedy needs to be the downfall of a man.",-0.0621059315581789,-0.380727453312108,61,4.931818181818182,0.8939764322426978,15,0.44853917144240224,4
30,03a387779829,39c16e,"3 elements of an ideal tragedy is it should be a complexed plan, should excite pity or fear, and it should go from good to bad. An example is ""A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan."" Another example is ¨The change of fortune should be not from bad to good, but, reversely, from good to bad."" These elements are used to make the perfect tragedy.",0.0888824040334871,-0.594710121694779,77,5.224489795918367,0.9844866491162092,14,0.49824325801464736,2
31,03b862abafe6,39c16e,"An ideal tragedy should feature a man who is neither brought from prosperity to adversity nor passing from adversity to prosperity. A perfect tragedy should excite both pity and fear, and the change of fortune should be from good to bad due to asome great error or frailty.",0.0888824040334871,-0.594710121694779,48,6.571428571428571,0.5446909865864359,3,0.29199394119208605,1
32,03df5a653e89,39c16e,"One of the elements were the Aristoteles  stated that the tragedy should be able to pass feelings of terror or commotion to the public. Aristotle should have a well language, being able to be easily understood by the audience.  Finally Aristolteles claimed that the tragedy should be an imitation of complete action.",-0.8192483577610359,-0.63104096568684,52,7.206896551724138,0.26284944214617023,4,0.14566123768328668,2
33,03f4c470c0a3,39c16e,"The ideal elements of a tragedy are The character should be in between good and bad then become good throughout the story then end bad.  Next, The story should end unhappily.  And finally, the tragedy should be a single plot.",-0.301962052042057,0.0778567006247517,40,5.64,0.6183402281559484,5,0.31068567591623863,0
34,04240e622f79,39c16e,"According to Aristotle, there are three elements of an ideal tragedy. These are, a perfect tragedy should be arranged not on the simple but on a complex plan, so the plot. Then, there is character. Aristotle says, ""Then remains, then, the character between these two extremes-- that of a man who is not eminently god and just, yet whose misfortune is brought about not by vice or depravity, but by some error of judgement or frailty."" The third element should be spectacle. He says, ""The change of fortune should be not from bad to good, but, reversely, from good to bad."" ",0.579979775681093,-0.212561584414596,101,5.447761194029851,0.8575278926914879,25,0.4560814503661832,1
35,042d742a4b04,39c16e,"it should start with a complex plan which will draw out the feeling of pity and fear. A highly renowned man of power will overpower a man who has made a mistake and in the end, will end with tragedy. ",-1.34453396255115,0.176040925872716,40,5.523809523809524,0.29161965651247335,3,0.15112665719327284,0
36,042e210ad534,39c16e,"1. The kind of tragedy which some place first, and like he said it has a double plot with an opposite catastrophe for the good and for the bad. 2. A perfect tragedy should be arranged and not on the simple but yet complex plan, Aristotle staed that it should imitate actions which excite pity and fear. 3. Aristotle staed that ""should the downfall of the utter villain be exhibited.",-0.7081972102687271,-0.883248865260707,70,5.636363636363637,0.6294346245455685,9,0.334639828854292,1
37,043b311a7b53,39c16e,"Three elements of an ideal tradgedy would be very complex and ""excite pity and fear"", it should go from good to bad, ending in dramatic way that is the suffices ""true tragic pleasure"", and focus on a man who is hit with extreme difficulties.",-1.5471632167878797,-1.46124482282529,44,5.53125,0.3796226651623417,8,0.20065897343806113,1
38,04ec40c9c988,39c16e,an ideal tragedy should have a conflict the reader can relate to the readers emotion.  It should also not fall to close to a comedy in its writing.  the tragedy should also satisfy someones moral feelings. ,-0.548304076980462,0.506755353548534,36,6.380952380952381,0.2721261125736492,3,0.15004918877558987,0
39,04f7a3a75d58,39c16e,"An ideal tradgedy consists of a man who is like us, one who is neither good nor bad, and he should be met with some sort of misfortune.  Tradgedies should also have a simple plot that encites pity in the reader.  The ideal tradgedy also goes from good fortune to bad fortune rather than bad fortune to good fortune. ",0.20568250648264103,0.38053763876228797,59,5.684210526315789,0.7121098157201954,5,0.36430924905135936,3
40,055d6307018e,39c16e,"Three elements of an ideal tragedy are first, the person must be relatable, second, the person must neither be too good or too bad, and thir, the plot must go from good to bad.",-0.8105735489333941,-1.465819254359,34,5.038461538461538,0.5227842547323556,6,0.270913037367854,1
41,0572af40195b,39c16e,"The tragedy should be a very complex plan, one that has actions of pity and fear, this being a distinctive mark of tragic imitation. The change of fortune presented must not be the spectacle of a virtious man brought from prosperity to adversity, nor that of a bad man passing from adversity to prosperity; it posseses no single tragic quality and does not satisfy the moral sense nor calls fourth pity or fear. The pity is aroused by unmerited misfortune.",-0.526774668878883,-1.5518226340535701,80,6.604166666666667,0.6093456186536291,7,0.3361857618014023,3
42,05c107c86764,39c16e,A good tragedy should consist of fear and pity of characters. It should not be a simple story it should be something with more than one situation going on. It should bring shock to people in the story and the audience. ,-0.0938138317174397,0.503832933489619,41,6.2,0.33562116083740756,3,0.17390964880775778,0
43,062edbf59adc,39c16e,"A plot must hold within it a well constructed purpose and stick to it as well as a beginning, middle, and end. Aristotle said plot was ""the soul"" of tragedy. ",-1.2959219656241499,-0.620512131608245,30,5.434782608695652,0.23251222264009025,6,0.12809381782975998,0
44,063a02049b50,39c16e,"The first element of an ideal tragedy would be that ""a perfect tragedy should... be arranged not on the simple but  on the complex plan.  In a tragedy it is very important for the audience to always be engaged in what is going on. One of the main goals of the play writer is to provoke emotions in the audience. Another element of an ideal tragedy would be ""a well-constructed plot."" The point of a tragedy is to show the downfall of someone who originally had a good life; because of this the ""change of fortune"" should go from good to bad. The last element of an ideal tradgedy would be that the ""downfall of the utter villain"" should not be exhibited. Yes, this type of plot would ""satisfy the moral sense,"" but it would provoke as much emotion as other plots would. ",1.94260078273864,-0.179153160481451,143,5.954022988505747,1.2405352889557475,23,0.656584268961102,2
45,06463ce221ea,39c16e,For nothing can be more alien to the spirit of Tragedy; it possesses no single tragic quality; it neither satisfies the moral sense nor calls forth pity or fear.,-1.5471632167878797,-1.46124482282529,29,6.2105263157894735,0.12322928419205215,3,0.07239338528084449,0
46,064d4d18387f,39c16e,"One element is the incorporation of the character being a highly renowned person. A second element is a plot being good to the plot being bad. A third element is incorporating a double plot such as in ""The Odyssey"", where the result is good on one side and bad on the other. ",0.20568250648264103,0.38053763876228797,52,5.966666666666667,0.48282562366804566,6,0.25206514780055905,0
47,0687d94b4f15,39c16e,"One element of an ideal tragedy  is The change of fortune should be not from bad to good, but, reversely, from good to bad. A second elemen of the tragedy is that it should come about as the result not of vice, but of some great error or frailty, in a character either such as we have described, or better rather than worse. A third element is that the character in a tragedy has to be between the extremes of good and evil.",-0.217099838621121,-0.5011003279805251,83,5.785714285714286,0.8215494546822113,9,0.43114352191633226,2
48,06bc6445b630,39c16e,"A true tragedy features many elements of misfortune and few of good luck. In this passage,  Aristotle outlines the faults in some so called ""tragedies,"" and what caused others to succeed. The entire point of tragedy is to invoke a deep and true feeling of pity or sadness in the reader, something they can relate to on some level. a man going from rich to poor does not invoke these feelings, and neither does a man going from rags to riches. Villians falling and heroes rising cause opposite emotions than what is to be striven for in a tragedy, so a true tragedy has to have a merely ok character, usually with a moral compass that is skewed. As the focus on this one mediocre man, they shouldn't be taken on tangents that stray from the one main topic of the story of this man. A tragedy written to please the readers like The Odyssey, oftentimes more resembles the plot of a comedy than a tragedy. We have been able to infer from this article that a good tragedy follows at least 3 very important elements, 1) it follows the story of a neither good nor evil man, 2) it has many events of sadness and none of success 3) it follows one main plotline that wouldn't be easily confused with that of another genre. ",3.4118776148236094,4.18739785666477,225,5.935714285714286,1.2903347122978561,25,0.7027280251096986,3
49,06e524aaf5b3,39c16e,"The 3 elements of a tragedy are mocking the actions that bring pity and fear, the change of fortune should be from good to bad, and it should kind of be comedic where audience can relate. ",-1.03388248254018,-1.08670269956478,36,5.7368421052631575,0.39861476745643726,3,0.20320429738128326,0
50,0703209ef239,39c16e,"An ideal tragedy has 3 parts.  A good man whose misfortune causes the tragedy.  A man whose makes mistakes and then has to pay for them, or a tragedy that comes in the first place. ",-0.62764732431351,-0.125597133679325,35,5.434782608695652,0.442240190547825,4,0.23306110339012165,0
51,070a8a5ca17c,39c16e,One element of a tragedy is that the change of fortune should not be from bad to good but good to bad. It should be of some great fatality or error not vice. Another element is that they are complex. They should imitate actions that bring about pity and fear. The third element is that the person whose misfortune is brought has to be the one who is highly renowned or prosperous.,-0.0621059315581789,-0.380727453312108,72,6.138888888888889,0.6406230412435752,5,0.3346242133699777,0
52,0757713e6941,39c16e,"It should have a tragic ending. Aristotle believed that failing tragic stories are those who end without a tragedy. The story shouldn't follow the story of a character who is a fully good or fully bad person. Aristotle believed a good tragedy should start with a charater who has no single tragic quality.  Lastly, Aristoltle believed that a tragic story should have a main character who we can all relate to.  ",0.20568250648264103,0.38053763876228797,71,6.488372093023256,0.6710229409552464,7,0.3487874576429988,3
53,076889bc8c6a,39c16e,"Three major elements of an ideal tragedy are Plot, Character,  and Imagery/scenery.  Plot is extremely important as it is what happens throughout the story and the order they happen in.  Character ties in directly to that as they are what plays the plot out in action.",-0.4569559591049989,-0.0425161740436652,46,6.666666666666667,0.21402156199072336,6,0.11966145630006715,1
54,076f9ab93ac8,39c16e,"A complex tragedy should not be simple but complex. a tradgegt should have a good plot, that shocks and excites you. It should imitate actions that ezcite pity and fear. ",-1.14493363003249,-0.834494799990917,30,5.833333333333333,0.3840102795537169,4,0.19250769062602474,2
55,07b0941ab214,39c16e,First the main character should be someone that is neither good or evil but in the middle. He then should be put into somekinda huge mess from a mistake he made. Then he should realize what he did was wrong and die.,-0.0938138317174397,0.503832933489619,42,5.7,0.13554594459069827,3,0.07618794796920626,1
56,07c2a45d5e0d,39c16e,"An ideal tragedy should have a complex layout. Readers can see that this is important because in the passage it says ""A perfect tragedy should, as we have seen, be arranged not on the simple but on the complex plan."" (Paragraph 2) It also should cause shock and make the reader feel either pity or fear of the situation or character and should include a character integral to the story so that the readers are invested enough for the tragedy to surprise them and make them feel emotion. In this passage, it says ""A well-constructed plot should, therefore, be single in its issue, rather than double as some maintain. The change of fortune should be not from bad to good, but, reversely, from good to bad. "" (Paragraph 3) which tells the reader that it should be a change that is drastic and shocking.  So, the three most important elements in a tragedy are a well-constructed plot, an important character, and it should cause a shock that results in the readers feeling fear or pity for the character.",2.2205677128371404,1.7561295323933201,178,6.065420560747664,1.3536103798420465,29,0.7232311560143037,2
57,07c4f597f2cb,39c16e,he believed tragedies should follow a complex plan with some imitate actions which action which excite pity and fear and should feature a character whos not good or just ,-1.26421406546489,-1.50507251840997,29,7.066666666666666,0.2811207220759684,0,0.1473789409578538,0
58,07dd05013881,39c16e,"An ideal trajety should be arranged on a complex plan, imitate actions which excite pity nand fear, and the change in fortune should be from bad to good.",-0.981264914141905,-1.5489002139946597,28,5.722222222222222,0.3872696502444528,3,0.19299177063976639,1
59,07ef97d52916,39c16e,"it should be a complex plan that imitates actiones of fear and potty, change of  fortune must be from go to bad, and the tragedy has a double threat of plot and an opposite Catástrofe .",-1.09352270025638,-1.4219915587743102,36,6.05,0.34737369938573404,3,0.17745436374709164,2
60,0821f56d3bcc,39c16e,"There are certain elements that make an ideal tragedy, as described as Aristotle. The plot should be complex and point out actions that should follow a model to produce pity and fear in the readers. There should be a problem for the characters in the tragedy that they must defeat in order for their fortune to be made good to bad, creating a downfall for them. Tradgedies should be based off and wriiten with regards to the wishes of the audience and what they believe makes the tragedy interesting and enjoyable.",1.5357458846493999,1.34068213360705,91,6.760869565217392,0.7659207722201328,6,0.3934321272974282,2
61,082b331b8e38,39c16e,"When I summarized the text of the ideal tradedy, as described by Aristotle because it is arranged not on the simple but when things are more  and more hard as they go and go out of the plan of things. This is being the distinctive mark of the tragic or tragiedly. It has the plan that is the fortune that brougjt adversity for it to shock others. ",-0.408700872068646,-1.00654415998804,67,6.464285714285714,0.20038861727466467,4,0.11282187417042737,3
62,085033519aa9,39c16e,"3 elements of an ideal tragedy, as described by Aristotle are complex arrangements,  a change of fortune, and the main character whose misfortune is brought upon themselves by an error of judgment. Complex arrangments are how the plot is structured, and where are the incidents fall. The change of fortune must be brought upon the character during a good time and give them a bad fortune. Lastly, the change in fortune must be brought upon the character due to some great error in character that they have.",0.9850082952855942,0.62324473711734,87,6.454545454545454,0.8247774852701516,9,0.4246630959259201,1
63,087068b1695d,39c16e,"The first element of an ideal tragedy is it should have scneces that show pity and fear towards the charecter. The next element would be to have a well constructed plot that is easy to follow, has good twists, and appeals to the audiance. Finally the last element is to have a tragic effect to hook the audiance. ",-0.0024657138419762,-0.04543859410258,58,6.147058823529412,0.43051899210229405,5,0.23149955495869703,3
64,0874d4ada56d,39c16e,"An ideal tragedy should not have the focus be on a main character who is straightforwardly good or bad, but respected. A tragedy should also include the downfall of the main character by their misjudgement of a certain situation. Lastly, a proper tragedy should also have a well thought out plot that is straigthtfoward moving the fortune of the character(s) from good to bad rather than bad to good.",0.531367778754094,0.583991473066364,69,6.634146341463414,0.9023755797919016,7,0.4623588750605101,3
65,08753256b467,39c16e,"One element would be the plot because plot is the embodiment of the tradegy, the plot is very important. The plot has a beginning and end but doesn't necessarily follow each event. In the plot incidents and action are presented. This will follow up with the tragedy. ",-0.248807738780381,0.383460058821202,47,6.148148148148148,0.34329948602231414,6,0.1826699355080498,2
66,0878a3855bfd,39c16e,when you think something is going good but then later going bad. or is you think you are going to bad luck first then good luck but actally opposite. tragedy can be very hard to understand and it can mess you up.,-1.4081797517386299,-0.49360347638790003,42,5.695652173913044,0.3249655258869249,3,0.1741438810724715,1
67,087f032e61aa,39c16e,"In order for a tragedy to be considered a tragedy in the eyes of Aristotle, it should include a complex plot, bring about feelings of pity and fear in the readers, as well as include the downfall of the protagonist of the plot due to their own doing. All acceptable tragedies plots were anything but simple, suspension was built up before the protagonist would be defeated by his/her own flaws.  If feelings of sorrow or fear is not expierenced by the readers during the tragedy, it would not be considered a tragedy. One last element that is critical for a tragedy to be considered a tragedy is including the  downfall of the main character as a result of their own personal mistakes/flaws. ",1.75038000942855,1.79634386748499,122,7.109375,0.9884041619656513,11,0.5234778806664688,3
68,08b2ce630ab5,39c16e,"The ideal tradgedy has a complex plan. It should imitate the actions which excite pity and fear. The change of fortune presented must not be a virtuous man brought from prosperity to adversity, this moves neither pity or fear, it merely shocks us. It can't be that of a bad man passing from adversity to prosperity either.",0.0292421863172845,-0.9299989809043071,57,6.051282051282051,0.4775918265011909,7,0.26076297256359404,1
69,0924a844c0ff,39c16e,The 3 elements that make a good tragedy are a change of fortune and prosperity to adversity. A plot should be of good of error or fraillity. There should be tragic ending or a not good event.,-0.782641231376452,-0.245970008347742,37,6.05,0.43562742885796657,3,0.2241602773310014,1
70,09a991f9c5c6,39c16e,"One element of ideal tragedy as described by Aristotle was that a perftect tragedy would be,""arranged not on the simple but on the complex plan."" Aristotle also belived  that the poet should never exhibit the down fall of a villain. "" Nor,again, should the downfall of the utter Villain be exhibited. A plot of this kind would, doubtless, satisfy the moral sense, but it would inspire neither pity nor fear..."" Aristotle also wrote, ""The change of fortune should be not from bad to good, but reversely, from good to bad."" Aristotle wanted the poet to show this to shock the reader and keep them intrigued.",1.19563684859346,0.7445509279441959,105,5.746666666666667,0.9531152062178762,23,0.4932619185184028,5
71,09a9e96233d9,39c16e,"Tragedy should contain and replicate actions that incite pity and fear towards the subjects. Most tragedies should end in pitiful, unhappy endings. Tragedies should be complex and different from the general storyline.",0.050688599419699006,0.260164764093871,32,6.913043478260869,0.14513601604613263,4,0.08115367198113649,0
72,09c0ae9ece94,39c16e,"the charcter should have a change of fortune from good to bad, the character shouldn't be to good or too bad, and he should be relatable.",-1.26421406546489,-1.50507251840997,26,5.461538461538462,0.30685094647110445,4,0.156529614766002,2
73,09e1a86f0317,39c16e,"Three elements of an ideal tragedy according to Aristotle is the presense of a single complex plot or plan,  a journey of good to bad showing real suffering displayed in a true tragedy, and a mediocre man who is a good  person, yet might make bad decisions. ",-0.413980137901005,-0.9109304166475931,47,6.2727272727272725,0.6392754168233672,4,0.3269726260559971,1
74,0a04ab334ad1,39c16e,"First, Aristotle starts by saying the plot should be complex and not spimple and boring. That this plot should create suspence like fear and pity. Then, should come the plot twist. it should start off as the original plan, then something happens that shocks the reader. Finally, the result of this tragedy should not be a result of evilness but of an error, that wouldn't have been dependent on throughout the story. ",0.531367778754094,0.583991473066364,72,5.844444444444444,0.4150056412185032,11,0.22319211730351823,2
75,0a1301e7982b,39c16e,"The first element of an ideal tragedy is a ""complex plan"" (Aristotle, par. 2).  that arouses the ""pity and fear"" of people (par. 2). Second, the characters involved in the tragedy must be ""of a man like ourselves"", who is not ""good and just"", but lastly experiences misfortune due to the flaws and mistakes of his own (par. 2).",-0.217099838621121,-0.5011003279805251,59,4.581818181818182,0.545098407922778,24,0.28915192304689313,0
76,0a1317b2250d,39c16e,"Plot is one of the elements of an ideal tragedy because throughout the play, book, or story,  every plot has some form of tragedy. The next element of an ideal tragedy is character, because usually each character deals with some kind of tragedy. And the last element of an ideal tragedy is spectacle because it is how you look at things. ",0.20568250648264103,0.38053763876228797,61,5.918918918918919,0.8247774852701517,7,0.4214306906728713,0
77,0a1357a5d9dc,39c16e,"An ideal tragedy should be created as a complex plan. It should also, excite pity and fear, and the ""change of fortune presented must not be the spectacle of a virtuous man brought from prosperity to adversity"". This neither moves the pity or fear in a person. Also, when someone bad passes from adversity to prosperity, it holds no tragic quality.",0.48863165780562995,0.33670994317760305,61,5.976744186046512,0.5664723580293344,10,0.3048611002670248,0
78,0a3baa0c9199,39c16e,"Aristotle lays out three elements of tragedy: plot,  spectacle, and song. Plot is 'the soul' of tragedy, because action is paramount to the significance of a drama, and all other elements are subsidiary. A plot must have a beginning, middle, and end; it must also be universal in significance, have a determinate structure, and maintain a unity of theme and purpose.",0.32896851338632205,1.3854709002324297,61,5.9361702127659575,0.40842421963144043,15,0.21376036477771357,0
79,0a4935dc5d7c,39c16e,"3 elements of an ideal tragedy, according to Aristotle are to only include one issue, to make the plot fall from good to bad fortune, and should happen as a result of an error made by the character. ",-0.981264914141905,-1.5489002139946597,38,5.708333333333333,0.4555597342359283,4,0.2370118209216259,0
